year.id,year.display-label,hisp.id,hisp.display-label,GEO.id,GEO.id2,GEO.display-label,wac_sex0_age999,bac_sex0_age999,iac_sex0_age999,aac_sex0_age999,nac_sex0_age999,wac_sex0_age0to17,bac_sex0_age0to17,iac_sex0_age0to17,aac_sex0_age0to17,nac_sex0_age0to17,wac_sex0_age18to64,bac_sex0_age18to64,iac_sex0_age18to64,aac_sex0_age18to64,nac_sex0_age18to64,wac_sex0_age65plus,bac_sex0_age65plus,iac_sex0_age65plus,aac_sex0_age65plus,nac_sex0_age65plus
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US45,45,South Carolina,3050960,1327875,37767,78134,5042,627762,366917,9699,21782,1591,1910708,829821,24412,51054,3204,512490,131137,3656,5298,247
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US45,45,South Carolina,3258993,1353178,49224,81944,7294,699910,377369,13936,23349,2391,2040106,843897,31430,53197,4596,518977,131912,3858,5398,307
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US45,45,South Carolina,212615,26288,11556,4007,2300,74047,11067,4344,1714,838,131252,14380,6976,2177,1397,7316,841,236,116,65
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US45,45,South Carolina,3082045,1338568,38503,81883,5185,628639,365083,9735,22547,1627,1911332,835365,24747,53459,3281,542074,138120,4021,5877,277
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US45,45,South Carolina,3294660,1364856,50059,85890,7485,702686,376150,14079,24261,2465,2042584,849745,31723,55636,4678,549390,138961,4257,5993,342
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US45,45,South Carolina,216950,27325,11739,4221,2307,76129,11638,4435,1898,845,132853,14767,7032,2200,1391,7968,920,272,123,71
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US45,45,South Carolina,3111553,1349623,39357,85506,5495,629599,363316,9771,23266,1724,1916119,841759,25223,55754,3488,565835,144548,4363,6486,283
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US45,45,South Carolina,3328503,1376948,51096,89727,7802,705728,374954,14206,25164,2569,2048972,856526,32255,57954,4879,573803,145468,4635,6609,354
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US45,45,South Carolina,222821,28512,11972,4371,2386,78174,12209,4576,1995,901,135845,15268,7080,2237,1408,8802,1035,316,139,77
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US45,45,South Carolina,3150822,1361970,40242,90166,5734,632543,364152,9929,24199,1789,1927679,845805,25609,58706,3637,590600,152013,4704,7261,308
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US45,45,South Carolina,3373643,1390482,52214,94537,8120,710717,376361,14505,26194,2690,2063524,861073,32689,60943,5045,599402,153048,5020,7400,385
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US45,45,South Carolina,230290,29503,12255,4525,2409,80453,12600,4685,2032,949,140131,15696,7223,2346,1373,9706,1207,347,147,87
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US45,45,South Carolina,3193778,1375019,41139,94445,6042,636006,365724,9999,25087,1891,1943056,849746,26047,61366,3812,614716,159549,5093,7992,339
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US45,45,South Carolina,3424068,1404522,53394,98970,8451,716459,378324,14684,27119,2840,2083187,865442,33270,63712,5185,624422,160756,5440,8139,426
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US46,46,South Dakota,17941,897,4232,336,293,7210,430,2224,158,116,10167,449,1936,170,176,564,18,72,8,1
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US46,46,South Dakota,703536,14114,78791,9987,747,160151,6587,31622,3413,284,431613,7246,43170,6210,440,111772,281,3999,364,23
cen42010,"April 1, 2010 Census",totpop,Total,0400000US46,46,South Dakota,721477,15011,83023,10323,1040,167361,7017,33846,3571,400,441780,7695,45106,6380,616,112336,299,4071,372,24
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US46,46,South Dakota,17941,897,4232,336,293,7210,430,2224,158,116,10167,449,1936,170,176,564,18,72,8,1
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US46,46,South Dakota,703546,14114,78792,9987,747,160154,6587,31623,3413,284,431619,7246,43170,6210,440,111773,281,3999,364,23
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US46,46,South Dakota,721487,15011,83024,10323,1040,167364,7017,33847,3571,400,441786,7695,45106,6380,616,112337,299,4071,372,24
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US46,46,South Dakota,18232,917,4341,343,299,7339,436,2319,156,117,10322,462,1949,180,181,571,19,73,7,1
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US46,46,South Dakota,704748,14439,78896,10141,790,160240,6713,31660,3448,288,432520,7424,43246,6323,477,111988,302,3990,370,25
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US46,46,South Dakota,722980,15356,83237,10484,1089,167579,7149,33979,3604,405,442842,7886,45195,6503,658,112559,321,4063,377,26
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US46,46,South Dakota,19667,954,4842,386,297,7733,449,2718,179,114,11295,474,2045,198,182,639,31,79,9,1
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US46,46,South Dakota,708342,15750,79594,10967,841,159982,7008,31646,3725,301,435089,8343,43802,6822,510,113271,399,4146,420,30
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US46,46,South Dakota,728009,16704,84436,11353,1138,167715,7457,34364,3904,415,446384,8817,45847,7020,692,113910,430,4225,429,31
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US46,46,South Dakota,21569,1078,5478,443,304,8042,473,3264,214,117,12564,565,2105,219,185,963,40,109,10,2
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US46,46,South Dakota,712268,18256,80231,12030,893,160153,7398,31631,3998,305,436007,10168,44244,7555,555,116108,690,4356,477,33
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US46,46,South Dakota,733837,19334,85709,12473,1197,168195,7871,34895,4212,422,448571,10733,46349,7774,740,117071,730,4465,487,35
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US46,46,South Dakota,23308,1250,6126,486,329,8532,517,3779,243,124,13482,657,2219,226,201,1294,76,128,17,4
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US46,46,South Dakota,717641,19797,80989,13153,918,161199,7864,31764,4310,313,437526,10807,44691,8289,566,118916,1126,4534,554,39
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US46,46,South Dakota,740949,21047,87115,13639,1247,169731,8381,35543,4553,437,451008,11464,46910,8515,767,120210,1202,4662,571,43
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US46,46,South Dakota,24208,1330,6253,501,328,8903,568,3800,252,122,14142,678,2316,231,200,1163,84,137,18,6
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US46,46,South Dakota,723856,19921,81530,13840,958,162534,8181,31845,4492,329,438068,10912,44939,8780,579,123254,828,4746,568,50
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US46,46,South Dakota,748064,21251,87783,14341,1286,171437,8749,35645,4744,451,452210,11590,47255,9011,779,124417,912,4883,586,56
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US46,46,South Dakota,24718,1369,6274,550,352,9132,580,3707,278,140,14382,701,2428,254,207,1204,88,139,18,5
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US46,46,South Dakota,727491,20225,81992,14632,1005,163045,8489,31718,4697,355,437197,10915,45301,9293,593,127249,821,4973,642,57
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US46,46,South Dakota,752209,21594,88266,15182,1357,172177,9069,35425,4975,495,451579,11616,47729,9547,800,128453,909,5112,660,62
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US47,47,Tennessee,258229,20692,14539,4357,3273,96041,8771,5531,1859,1218,155807,11408,8793,2383,2013,6381,513,215,115,42
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US47,47,Tennessee,4886409,1096481,47987,110923,6086,1057903,330937,11080,32709,2077,3073688,680831,31462,72102,3682,754818,84713,5445,6112,327
cen42010,"April 1, 2010 Census",totpop,Total,0400000US47,47,Tennessee,5144638,1117173,62526,115280,9359,1153944,339708,16611,34568,3295,3229495,692239,40255,74485,5695,761199,85226,5660,6227,369
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US47,47,Tennessee,258236,20692,14539,4357,3273,96045,8771,5531,1859,1218,155810,11408,8793,2383,2013,6381,513,215,115,42
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US47,47,Tennessee,4886572,1096486,47987,110923,6086,1057909,330941,11080,32709,2077,3073701,680832,31462,72102,3682,754962,84713,5445,6112,327
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US47,47,Tennessee,5144808,1117178,62526,115280,9359,1153954,339712,16611,34568,3295,3229511,692240,40255,74485,5695,761343,85226,5660,6227,369
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US47,47,Tennessee,259351,20920,14666,4429,3277,96900,8959,5614,1920,1228,155927,11442,8831,2396,2011,6524,519,221,113,38
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US47,47,Tennessee,4892163,1099457,48139,111936,6148,1056297,330600,11057,32958,2096,3076890,683575,31560,72740,3725,758976,85282,5522,6238,327
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US47,47,Tennessee,5151514,1120377,62805,116365,9425,1153197,339559,16671,34878,3324,3232817,695017,40391,75136,5736,765500,85801,5743,6351,365
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US47,47,Tennessee,266409,22218,15099,4789,3320,100633,9951,5831,2208,1316,158577,11708,9014,2456,1961,7199,559,254,125,43
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US47,47,Tennessee,4909853,1112265,48924,117255,6403,1050270,328893,11053,34187,2175,3085518,695747,31999,76243,3892,774065,87625,5872,6825,336
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US47,47,Tennessee,5176262,1134483,64023,122044,9723,1150903,338844,16884,36395,3491,3244095,707455,41013,78699,5853,781264,88184,6126,6950,379
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US47,47,Tennessee,276413,23411,15710,5094,3415,104617,10704,6229,2406,1371,163397,12092,9182,2550,1989,8399,615,299,138,55
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US47,47,Tennessee,4935621,1129316,49925,122748,6757,1046725,328729,11088,35285,2290,3080609,708238,32472,79835,4088,808287,92349,6365,7628,379
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US47,47,Tennessee,5212034,1152727,65635,127842,10172,1151342,339433,17317,37691,3661,3244006,720330,41654,82385,6077,816686,92964,6664,7766,434
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US47,47,Tennessee,282448,24578,16206,5430,3505,108030,11733,6562,2675,1449,165348,12184,9321,2603,1996,9070,661,323,152,60
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US47,47,Tennessee,4955222,1140958,50769,127581,6997,1041787,328533,11115,36367,2350,3078150,715633,32769,82936,4233,835285,96792,6885,8278,414
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US47,47,Tennessee,5237670,1165536,66975,133011,10502,1149817,340266,17677,39042,3799,3243498,727817,42090,85539,6229,844355,97453,7208,8430,474
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US47,47,Tennessee,291084,25852,16824,5750,3538,111643,12485,6800,2918,1485,169547,12687,9648,2673,1989,9894,680,376,159,64
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US47,47,Tennessee,4981084,1153613,51751,133092,7358,1040274,329462,11169,37668,2449,3079275,722196,33193,86338,4449,861535,101955,7389,9086,460
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US47,47,Tennessee,5272168,1179465,68575,138842,10896,1151917,341947,17969,40586,3934,3248822,734883,42841,89011,6438,871429,102635,7765,9245,524
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US47,47,Tennessee,300823,26574,17314,5942,3621,115342,12746,6963,2986,1547,174710,13069,9943,2774,2003,10771,759,408,182,71
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US47,47,Tennessee,5007437,1166176,52625,138588,7641,1038554,330138,11194,38718,2498,3083442,728263,33596,89997,4655,885441,107775,7835,9873,488
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US47,47,Tennessee,5308260,1192750,69939,144530,11262,1153896,342884,18157,41704,4045,3258152,741332,43539,92771,6658,896212,108534,8243,10055,559
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US48,48,Texas,9057835,213077,219769,67736,20088,3153968,101850,80797,31008,7865,5382339,106607,131530,35014,11658,521528,4620,7442,1714,565
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US48,48,Texas,11691538,3027904,178712,1066895,34713,2461758,894883,44495,284237,11143,7455479,1911405,117267,713275,22024,1774301,221616,16950,69383,1546
cen42010,"April 1, 2010 Census",totpop,Total,0400000US48,48,Texas,20749373,3240981,398481,1134631,54801,5615726,996733,125292,315245,19008,12837818,2018012,248797,748289,33682,2295829,226236,24392,71097,2111
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US48,48,Texas,9057872,213080,219769,67737,20088,3153970,101850,80797,31008,7865,5382371,106610,131530,35015,11658,521531,4620,7442,1714,565
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US48,48,Texas,11691914,3028027,178717,1066903,34713,2461759,894883,44495,284237,11143,7455685,1911479,117272,713283,22024,1774470,221665,16950,69383,1546
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US48,48,Texas,20749786,3241107,398486,1134640,54801,5615729,996733,125292,315245,19008,12838056,2018089,248802,748298,33682,2296001,226285,24392,71097,2111
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US48,48,Texas,9109798,215296,220692,68450,20330,3164998,102778,80641,31306,7915,5416882,107777,132461,35389,11826,527918,4741,7590,1755,589
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US48,48,Texas,11712037,3041472,179364,1079173,35144,2460378,895106,44468,287041,11241,7467863,1922763,117711,721172,22292,1783796,223603,17185,70960,1611
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US48,48,Texas,20821835,3256768,400056,1147623,55474,5625376,997884,125109,318347,19156,12884745,2030540,250172,756561,34118,2311714,228344,24775,72715,2200
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US48,48,Texas,9325987,224808,225772,71377,21208,3206056,106780,80201,32553,8207,5563922,112870,137329,36926,12367,556009,5158,8242,1898,634
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US48,48,Texas,11791908,3101430,183666,1132176,36849,2463042,898814,44872,298667,11829,7505873,1970909,120337,755729,23263,1822993,231707,18457,77780,1757
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US48,48,Texas,21117895,3326238,409438,1203553,58057,5669098,1005594,125073,331220,20036,13069795,2083779,257666,792655,35630,2379002,236865,26699,79678,2391
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US48,48,Texas,9527453,235502,230906,74463,22086,3240634,110977,79968,33841,8488,5697495,118834,141888,38539,12902,589324,5691,9050,2083,696
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US48,48,Texas,11892561,3174900,188332,1189613,38177,2468411,905645,45294,310963,12164,7518063,2024636,122690,792664,24106,1906087,244619,20348,85986,1907
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US48,48,Texas,21420014,3410402,419238,1264076,60263,5709045,1016622,125262,344804,20652,13215558,2143470,264578,831203,37008,2495411,250310,29398,88069,2603
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US48,48,Texas,9736634,245865,236565,77618,22889,3277045,115043,79815,35133,8789,5835230,124572,146835,40202,13340,624359,6250,9915,2283,760
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US48,48,Texas,11962942,3242855,192417,1250760,39848,2474516,914575,45673,324490,12663,7518184,2069822,124746,831063,25108,1970242,258458,21998,95207,2077
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US48,48,Texas,21699576,3488720,428982,1328378,62737,5751561,1029618,125488,359623,21452,13353414,2194394,271581,871265,38448,2594601,264708,31913,97490,2837
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US48,48,Texas,9959083,257291,243848,80897,23798,3320448,119592,81583,36434,9130,5977683,130856,151519,41997,13850,660952,6843,10746,2466,818
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US48,48,Texas,12065027,3321957,196736,1320833,41634,2485015,929187,46163,338800,13181,7544433,2119905,126843,876830,26175,2035579,272865,23730,105203,2278
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US48,48,Texas,22024110,3579248,440584,1401730,65432,5805463,1048779,127746,375234,22311,13522116,2250761,278362,918827,40025,2696531,279708,34476,107669,3096
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US48,48,Texas,10192520,268720,251591,84371,24760,3366380,123611,83537,37760,9415,6127121,137573,156405,43904,14444,699019,7536,11649,2707,901
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US48,48,Texas,12161654,3404068,201314,1392730,43528,2494780,945475,46856,353205,13667,7570347,2169840,129170,923501,27395,2096527,288753,25288,116024,2466
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US48,48,Texas,22354174,3672788,452905,1477101,68288,5861160,1069086,130393,390965,23082,13697468,2307413,285575,967405,41839,2795546,296289,36937,118731,3367
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US49,49,Utah,331697,10596,19703,5768,3106,132892,4908,8385,2768,1621,188347,5560,10851,2901,1437,10458,128,467,99,48
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US49,49,Utah,2269828,37260,39635,74269,34888,685413,17407,14280,23447,15577,1353150,18782,23435,46674,18330,231265,1071,1920,4148,981
cen42010,"April 1, 2010 Census",totpop,Total,0400000US49,49,Utah,2601525,47856,59338,80037,37994,818305,22315,22665,26215,17198,1541497,24342,34286,49575,19767,241723,1199,2387,4247,1029
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US49,49,Utah,331697,10596,19703,5768,3106,132892,4908,8385,2768,1621,188347,5560,10851,2901,1437,10458,128,467,99,48
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US49,49,Utah,2269828,37260,39638,74269,34888,685413,17407,14281,23447,15577,1353150,18782,23437,46674,18330,231265,1071,1920,4148,981
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US49,49,Utah,2601525,47856,59341,80037,37994,818305,22315,22666,26215,17198,1541497,24342,34288,49575,19767,241723,1199,2387,4247,1029
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US49,49,Utah,333739,10666,19915,5809,3155,133638,4921,8499,2785,1642,189465,5609,10938,2924,1465,10636,136,478,100,48
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US49,49,Utah,2278000,37658,39734,75092,35174,687436,17544,14262,23650,15598,1357812,19031,23534,47248,18576,232752,1083,1938,4194,1000
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US49,49,Utah,2611739,48324,59649,80901,38329,821074,22465,22761,26435,17240,1547277,24640,34472,50172,20041,243388,1219,2416,4294,1048
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US49,49,Utah,342342,10982,20720,6041,3265,135889,5049,8977,2892,1707,195012,5785,11237,3039,1507,11441,148,506,110,51
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US49,49,Utah,2305171,39114,40147,78691,35957,692456,17979,14095,24514,15679,1373639,20016,23998,49727,19198,239076,1119,2054,4450,1080
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US49,49,Utah,2647513,50096,60867,84732,39222,828345,23028,23072,27406,17386,1568651,25801,35235,52766,20705,250517,1267,2560,4560,1131
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US49,49,Utah,349595,11379,21793,6316,3423,137095,5201,9610,3037,1781,200197,6012,11626,3151,1582,12303,166,557,128,60
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US49,49,Utah,2331685,40882,40536,82452,37064,696422,18364,13950,25418,15841,1385113,21301,24400,52284,20046,250150,1217,2186,4750,1177
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US49,49,Utah,2681280,52261,62329,88768,40487,833517,23565,23560,28455,17622,1585310,27313,36026,55435,21628,262453,1383,2743,4878,1237
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US49,49,Utah,359017,11780,22866,6658,3599,139361,5327,10189,3187,1860,206327,6269,12070,3324,1671,13329,184,607,147,68
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US49,49,Utah,2362858,42572,41235,86423,38324,701826,18846,13911,26327,16081,1400578,22376,24968,55031,20955,260454,1350,2356,5065,1288
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US49,49,Utah,2721875,54352,64101,93081,41923,841187,24173,24100,29514,17941,1606905,28645,37038,58355,22626,273783,1534,2963,5212,1356
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US49,49,Utah,367641,12210,23504,6844,3765,141514,5473,10374,3260,1921,211858,6540,12454,3429,1769,14269,197,676,155,75
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US49,49,Utah,2388489,44104,42087,91023,39501,704960,19244,14023,27563,16319,1413131,23373,25535,57973,21768,270398,1487,2529,5487,1414
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US49,49,Utah,2756130,56314,65591,97867,43266,846474,24717,24397,30823,18240,1624989,29913,37989,61402,23537,284667,1684,3205,5642,1489
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US49,49,Utah,378560,12682,24184,7202,3877,144195,5695,10455,3408,1966,218904,6775,12979,3622,1829,15461,212,750,172,82
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US49,49,Utah,2421365,45814,43230,96354,41056,708404,19725,14216,29083,16642,1431831,24502,26288,61306,22877,281130,1587,2726,5965,1537
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US49,49,Utah,2799925,58496,67414,103556,44933,852599,25420,24671,32491,18608,1650735,31277,39267,64928,24706,296591,1799,3476,6137,1619
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US50,50,Vermont,8292,800,597,221,52,2589,339,232,77,10,5195,445,353,143,42,508,16,12,1,0
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US50,50,Vermont,600157,8725,6906,10309,424,121707,3783,1668,3210,120,388703,4662,4589,6663,284,89747,280,649,436,20
cen42010,"April 1, 2010 Census",totpop,Total,0400000US50,50,Vermont,608449,9525,7503,10530,476,124296,4122,1900,3287,130,393898,5107,4942,6806,326,90255,296,661,437,20
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US50,50,Vermont,8292,800,597,221,52,2589,339,232,77,10,5195,445,353,143,42,508,16,12,1,0
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US50,50,Vermont,600161,8726,6906,10309,424,121709,3783,1668,3210,120,388705,4663,4589,6663,284,89747,280,649,436,20
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US50,50,Vermont,608453,9526,7503,10530,476,124298,4122,1900,3287,130,393900,5108,4942,6806,326,90255,296,661,437,20
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US50,50,Vermont,8363,820,630,225,57,2586,342,238,78,10,5262,463,380,146,47,515,15,12,1,0
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US50,50,Vermont,600184,8862,6839,10414,436,121265,3813,1657,3214,122,388663,4755,4531,6756,294,90256,294,651,444,20
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US50,50,Vermont,608547,9682,7469,10639,493,123851,4155,1895,3292,132,393925,5218,4911,6902,341,90771,309,663,445,20
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US50,50,Vermont,8745,885,668,243,60,2608,351,237,74,10,5587,511,424,166,50,550,23,7,3,0
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US50,50,Vermont,599744,9271,6891,10860,457,119139,3890,1648,3327,126,387990,5056,4540,7062,305,92615,325,703,471,26
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US50,50,Vermont,608489,10156,7559,11103,517,121747,4241,1885,3401,136,393577,5567,4964,7228,355,93165,348,710,474,26
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US50,50,Vermont,9119,945,679,267,64,2647,358,235,79,9,5871,562,430,180,54,601,25,14,8,1
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US50,50,Vermont,598373,9611,6912,11375,477,117031,3995,1626,3429,133,384489,5267,4509,7424,317,96853,349,777,522,27
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US50,50,Vermont,607492,10556,7591,11642,541,119678,4353,1861,3508,142,390360,5829,4939,7604,371,97454,374,791,530,28
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US50,50,Vermont,9643,976,710,291,74,2744,350,242,87,8,6239,599,448,194,59,660,27,20,10,7
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US50,50,Vermont,597668,10209,6936,11873,489,115175,4188,1599,3518,135,381846,5639,4497,7779,321,100647,382,840,576,33
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US50,50,Vermont,607311,11185,7646,12164,563,117919,4538,1841,3605,143,388085,6238,4945,7973,380,101307,409,860,586,40
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US50,50,Vermont,9943,1001,751,303,78,2765,355,243,86,8,6476,619,487,205,63,702,27,21,12,7
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US50,50,Vermont,596218,10597,6995,12464,505,113502,4276,1611,3646,140,378430,5915,4481,8181,329,104286,406,903,637,36
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US50,50,Vermont,606161,11598,7746,12767,583,116267,4631,1854,3732,148,384906,6534,4968,8386,392,104988,433,924,649,43
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US50,50,Vermont,10215,1045,778,318,77,2775,350,240,85,8,6704,663,514,220,62,736,32,24,13,7
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US50,50,Vermont,594460,10948,7044,12976,520,111711,4347,1593,3727,145,374977,6147,4472,8541,337,107772,454,979,708,38
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US50,50,Vermont,604675,11993,7822,13294,597,114486,4697,1833,3812,153,381681,6810,4986,8761,399,108508,486,1003,721,45
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US51,51,Virginia,548596,62105,31122,14192,4486,175237,24808,10760,6247,1569,355671,35826,19761,7589,2823,17688,1471,601,356,94
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US51,51,Virginia,5350856,1615682,63127,513802,12747,1140141,444140,16717,139515,3919,3435811,1023683,40990,339245,8265,774904,147859,5420,35042,563
cen42010,"April 1, 2010 Census",totpop,Total,0400000US51,51,Virginia,5899452,1677787,94249,527994,17233,1315378,468948,27477,145762,5488,3791482,1059509,60751,346834,11088,792592,149330,6021,35398,657
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US51,51,Virginia,548604,62105,31122,14192,4486,175242,24808,10760,6247,1569,355674,35826,19761,7589,2823,17688,1471,601,356,94
